query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
9,1643279,apple_013282,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,app_store_downloads,app_store_downloads,1.0,1,0.4569862303951922,0.17593539344834033,0.17593539344834033,0.4569862303951922,0.88,diagnostic questions + link provided,True,False,0.667,0.95,exact problem match (wifi:password),['apple_id'],False,['wifi:password'],False,True,intent agreement + entity overlap (apple_id) + problem: exact problem match (wifi:password) + ACCEPTED: grounded evidence,apple_006114,app_store_downloads,True,I still have to enter my password for the App Store when I have Face ID on my iPhone X?! Thought my face was my password @116333 @115858?!,@192517 We'd be glad to look into this with you. Does this happen with every download? Let us know in DM to get started. https://t.co/GDrqU22YpT,1
9,1643279,apple_013282,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,app_store_downloads,app_store_downloads,1.0,2,0.44826540889719085,0.09562225129800936,0.09562225129800936,0.44826540889719085,0.85,troubleshooting guidance,True,False,0.7089,0.95,exact problem match (wifi:password),['apple_id'],False,['wifi:password'],False,True,intent agreement + entity overlap (apple_id) + problem: exact problem match (wifi:password) + ACCEPTED: grounded evidence,apple_023309,app_store_downloads,True,Anybody else having problems with @118936. It’s letting me download apps. But when trying to update apps it wants a password then says it’s wrong #FirstWorldProblems,"@221514 Is this happening when trying to update apps? If so, when you start to update the app, in the window that asks for the password, is it the same Apple ID that you are currently using?",1
9,1643279,apple_013282,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,app_store_downloads,app_store_downloads,1.0,3,0.4444142025960509,0.1043111195949376,0.1043111195949376,0.4444142025960509,1.0,troubleshooting guidance + diagnostic questions + link provided,True,False,0.6611,0.95,exact problem match (wifi:password),['apple_id'],False,['wifi:password'],False,True,intent agreement + entity overlap (apple_id) + problem: exact problem match (wifi:password) + ACCEPTED: grounded evidence,apple_007573,app_store_downloads,True,@118721 @115858 I CANT GET ANY APPS BECAUSE THE APP STORE IS PLAYING UP IT KEEPS SAYING DONE AND THEN ASKING FOR MY PASSWORD AGAIN! FIX YOUR SHIT APPLE!!!!!! 🤬🤬🤬🤬🤬 https://t.co/suqThv4iFl,@707833 Let's get to the bottom of this. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,1
9,1643279,apple_013282,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,app_store_downloads,app_store_downloads,1.0,4,0.426925959511919,0.14915346245725136,0.14915346245725136,0.426925959511919,0.75,support resource link,False,False,0.6473,0.95,exact problem match (wifi:password),['apple_id'],False,['wifi:password'],False,True,intent agreement + entity overlap (apple_id) + problem: exact problem match (wifi:password) + ACCEPTED: grounded evidence,apple_046687,app_store_downloads,True,"@AppleSupport OK/Accept button is disabled in the touch bar running on macOS Sierra , after entering Apple ID password for downloading apps from App Store. https://t.co/ueS9luWEE5",@225534 We're here to help you use the Mac as you expect. DM us what country or region you're located in. https://t.co/GDrqU22YpT,1
9,1643279,apple_013282,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,app_store_downloads,app_store_downloads,1.0,5,0.4240854728506887,0.10777932304146626,0.10777932304146626,0.4240854728506887,0.85,troubleshooting guidance,True,False,0.6469,0.95,exact problem match (wifi:password),['apple_id'],False,['wifi:password'],False,True,intent agreement + entity overlap (apple_id) + problem: exact problem match (wifi:password) + ACCEPTED: grounded evidence,apple_068868,app_store_downloads,True,@AppleSupport nothing seems to want to download from the app store even after entering my password 😐,"@814255 We can help get you back up and going with downloading apps. 

Since you noticed this issue, have you powered your device off fully, and then back on? Let us know if that resolves the issue. 

If not, let us know what device you're using and the OS version.",1
10,2519462,apple_067506,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,calls_cellular,calls_cellular,0.25695881907570584,1,0.5219571108930641,0.3165428460557649,0.3165428460557649,0.5219571108930641,1.0,troubleshooting guidance + support resource link,True,False,0.6891,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_010793,calls_cellular,True,Hey @117735 &amp; @115858 - which one of you is the reason my iPhone won’t let me make outbound calls?,"@718408 We'd love to help. Let's begin by restarting your iPhone. This will refresh network connectivity as well as the iPhone's software. Restart your iPhone: https://t.co/OWRDHWSt4h
Let us know how that goes?",2
10,2519462,apple_067506,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,calls_cellular,calls_cellular,0.25695881907570584,2,0.510992049274043,0.29026813488249326,0.29026813488249326,0.510992049274043,1.0,troubleshooting guidance + support resource link,True,False,0.6826,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_076300,calls_cellular,True,"@ATT @115858 hello! I’m in Louisville and cannot make any outbound calls and no one can call me. Help,please",@716720 Hi there. We'd be happy to help out. Let's try these steps to resolve the issue: https://t.co/U53YustlEZ Let us know how that works for you.,2
10,2519462,apple_067506,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,calls_cellular,calls_cellular,0.25695881907570584,3,0.5066560199834187,0.2369804574621525,0.2369804574621525,0.5066560199834187,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.7092,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_074569,calls_cellular,True,I UPDATED MY PHONE. Why the fuck can’t I make calls/answer them !? @115858,@718623 Let's work on this together! Which iOS version are we working with? You can check in Settings &gt; General &gt; About. Who is your wireless carrier? Please DM us. https://t.co/GDrqU22YpT,2
10,2519462,apple_067506,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,calls_cellular,calls_cellular,0.25695881907570584,4,0.468631019046318,0.21735445279409793,0.21735445279409793,0.468631019046318,0.95,diagnostic questions + support resource link,True,False,0.6593,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_026544,calls_cellular,True,I can’t make phone calls 🙃 @AppleSupport https://t.co/aNdVFdzL1o,@675683 Let's see how we can best help you with this! Have you tried these steps here to see if this helps? https://t.co/U53YusKX3z,1
10,2519462,apple_067506,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,calls_cellular,calls_cellular,0.25695881907570584,5,0.4604058425962454,0.17837137753068563,0.17837137753068563,0.4604058425962454,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6546,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_025165,calls_cellular,True,I cannot make any phone calls! 😡 @AppleSupport @115858 #2weeksstillgoing,@541800 We want to help you. Which iOS version is your device currently running? We want to make sure you're running the latest.,1
11,1745514,apple_006090,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,screen_display,screen_display,1.0,1,0.5549019651785818,0.6022286443744502,0.6022286443744502,0.5549019651785818,0.93,troubleshooting guidance + link provided,True,False,0.5836,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_028389,screen_display,True,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️  I️ I️ I️ I️ WHAT THE HELL IS THIS!?? @AppleSupport @115858 @1714,"@692174 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",2
11,1745514,apple_006090,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,screen_display,screen_display,1.0,2,0.5499771908482667,0.3834058524453159,0.3834058524453159,0.5499771908482667,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.7059,0.7,intent and entity alignment (screen),['screen'],False,['screen'],False,True,intent agreement + entity overlap (screen) + problem: intent and entity alignment (screen) + ACCEPTED: grounded evidence,apple_013003,screen_display,True,@170480 @AppleSupport @115858 What the hell is this 3months old IPhone ... https://t.co/I5SPxq5oc4,"@820842 Wow! That is quite an issue you shared with us. Thank you for the video. We would love to work with you and get this resolved today, for sure. Which iOS version are you running on that iPhone? Does restarting help stop this false touch behavior at all? DM us. https://t.co/GDrqU22YpT",2
11,1745514,apple_006090,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,screen_display,screen_display,1.0,3,0.5252988655118814,0.507316553960397,0.507316553960397,0.5252988655118814,1.0,troubleshooting guidance + support resource link,True,False,0.5668,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_026703,screen_display,True,Yo @AppleSupport what the guck I️ s this?I️,@624036 We can help. Here’s what you can do to work around the issue until it’s fixed in a future software update https://t.co/uQeXsrrlXJ,2
